"Ptime","Pload","Vtime","Vload"
153,0.31401,153.072,0.18302
199.032,0.60878,199.08,0.55168
206.064,0.62821,206.1,0.60585
237.972,1.03592,238.02,0.97017
238.026,0.9696,238.044,0.96289
238.788,0.97575,238.8,0.96654
238.806,0.9656,238.824,0.94944
238.83,0.94895,238.836,0.94507
238.848,0.94451,238.866,0.93989
239.568,0.94443,239.634,0.78276
239.892,0.77786,239.976,0.66656
239.982,0.66639,239.994,0.66097
240.99,0.6583,241.056,0.52554
241.17,0.5251,241.236,0.46267
242.148,0.45258,242.19,0.40523
242.196,0.40414,242.214,0.39799
264.06,0.57792,264.126,0.44061
275.694,0.5241,275.772,0.40334
278.964,0.39634,279.018,0.35984
286.812,0.42412,286.89,0.26569
300.156,0.33894,300.198,0.32083
301.218,0.3271,301.29,0.06272
301.302,0.0632,301.32,0.04742
310.236,0.09956,310.29,0.07783
467.196,0.4741,467.238,0.46007
488.406,0.54944,488.466,0.34607
488.49,0.34756,488.508,0.3361
488.568,0.34333,488.58,0.33683
