"Ptime","Pload","Vtime","Vload"
286.314,0.13358,286.368,0.11305
293.07,0.12533,293.124,0.09615
314.994,0.14923,315.036,0.06569
315.042,0.06476,315.066,0.04485
315.216,0.06551,315.234,0.05822
369.78,0.28729,369.84,0.22963
370.92,0.21915,370.986,0.11987
399.354,0.25083,399.414,0.12403
399.426,0.1274,399.438,0.12216
399.486,0.13059,399.504,0.12437
417.762,0.20695,417.828,0.07887
417.84,0.08129,417.858,0.07271
417.912,0.08019,417.93,0.0725
417.936,0.07293,417.96,0.06474
418.362,0.09223,418.428,0.06778
418.68,0.075,418.716,0.04868
430.428,0.06379,430.464,0.00828
430.482,0.01357,430.5,0.0035
430.848,0.02982,430.872,0.01651
430.89,0.01842,430.908,0.00972
647.922,0.18898,647.964,0.00376
647.976,0.01705,647.994,-0.00906
