"Ptime","Pload","Vtime","Vload"
81.078,0.03563,81.108,0.01792
81.126,0.01601,81.144,0.01138
161.592,0.03297,161.628,0.01226
161.634,0.01155,161.658,0.00167
161.718,0.00747,161.73,0.0051
235.596,0.02355,235.626,0.01436
235.644,0.01188,235.662,0.00683
277.02,0.02016,277.044,0.01432
469.662,0.0215,469.686,0.00991
753.45,0.03581,753.48,0.00656
753.492,0.00925,753.51,0.00342
753.534,0.0091,753.552,0.00456
753.576,0.00891,753.588,0.00638
753.696,0.00591,753.72,0.00091
753.828,0.00234,753.84,0.00022
753.864,0.0024,753.882,-0.00117
753.9,0.00157,753.918,-0.0011
754.02,0.00141,754.032,-0.00064
