"Ptime","Pload","Vtime","Vload"
75.258,0.04017,75.282,0.03377
117.564,0.05866,117.606,0.02455
117.624,0.02561,117.648,0.01538
117.672,0.01752,117.69,0.01314
117.726,0.01182,117.744,0.00656
178.344,0.0617,178.386,0.01071
178.404,0.01787,178.428,0.00433
178.542,0.01305,178.566,0.00764
179.04,0.01331,179.058,0.01024
299.412,0.04478,299.424,0.04205
331.32,0.04466,331.344,0.03692
343.884,0.02703,343.908,0.02082
400.05,0.03713,400.068,0.03304
470.154,0.03267,470.196,0.01248
470.574,0.01984,470.598,0.01533
