"Ptime","Pload","Vtime","Vload"
113.994,0.05217,114.03,0.02052
114.042,0.02152,114.06,0.01485
114.204,0.02309,114.222,0.02018
114.246,0.02374,114.258,0.02171
114.324,0.0218,114.342,0.01904
183.666,0.08858,183.69,0.08136
185.016,0.07761,185.034,0.07142
189.48,0.08257,189.492,0.0799
198.87,0.0869,198.882,0.08343
198.9,0.08046,198.912,0.07686
201.354,0.07515,201.432,0.01816
201.528,0.02425,201.546,0.02091
201.648,0.02313,201.666,0.01988
206.922,0.03047,206.946,0.01566
207.048,0.02318,207.066,0.01468
207.216,0.01982,207.24,0.00944
207.264,0.01312,207.282,0.00662
209.574,0.02566,209.622,0.01421
209.796,0.00897,209.82,-0.00054
210.162,0.0229,210.222,0.00389
210.648,0.02122,210.696,0.00847
