"Ptime","Pload","Vtime","Vload"
238.944,0.1757,239.034,0.11105
279.504,0.32934,279.576,0.0319
304.23,0.1387,304.296,0.04901
342.996,0.26681,343.05,0.14602
343.062,0.14693,343.074,0.13851
343.092,0.14423,343.104,0.13888
343.17,0.15067,343.182,0.14351
343.194,0.14515,343.212,0.13916
357.846,0.23865,357.9,0.11952
357.912,0.12384,357.924,0.11634
357.966,0.1286,357.978,0.12223
358.074,0.1405,358.092,0.13461
358.104,0.13592,358.146,0.11656
358.494,0.14194,358.572,0.11476
395.592,0.26721,395.634,0.02427
395.64,0.02511,395.658,-0.02035
395.748,0.01438,395.766,-0.00625
395.784,0.01181,395.802,-0.00448
395.82,0.01083,395.838,-0.00263
395.886,0.01028,395.904,0.00074
395.922,0.0107,395.94,0.00186
395.958,0.01011,395.97,0.00373
395.994,0.00982,396.006,0.0042
