"Ptime","Pload","Vtime","Vload"
83.622,0.0338,83.664,0.00419
83.682,0.00629,83.7,3e-04
83.808,0.00927,83.826,0.00545
83.856,0.00802,83.868,0.00559
145.296,0.03023,145.326,0.01763
148.158,0.01697,148.188,0.00817
175.806,0.02241,175.83,0.01463
175.89,0.01964,175.908,0.0159
238.866,0.02331,238.884,0.01797
252.516,0.02718,252.546,0.01554
339.522,0.03182,339.564,0.00661
339.666,0.01869,339.678,0.01633
339.828,0.02157,339.852,0.01667
339.912,0.02424,339.942,0.0141
339.954,0.01399,339.978,0.0093
340.17,0.0242,340.188,0.01956
340.26,0.0167,340.272,0.0142
341.73,0.018,341.748,0.01354
341.802,0.01255,341.832,0.00545
342.024,0.01465,342.042,0.01025
342.12,0.01211,342.138,0.00828
372.528,0.01448,372.558,0.00664
