"Ptime","Pload","Vtime","Vload"
153.39,0.23466,153.486,-0.01247
153.624,0.01286,153.642,0.00354
222.816,0.32928,222.876,0.16942
222.888,0.17457,222.9,0.1675
222.918,0.17664,222.93,0.17108
222.948,0.1777,222.96,0.17053
233.784,0.25236,233.832,0.01481
233.844,0.01648,233.868,-0.01947
234.012,0.01324,234.036,-0.00208
234.132,0.02069,234.15,0.01042
351.45,0.13548,351.48,0.10999
351.486,0.10911,351.504,0.10093
365.118,0.14938,365.19,0.05408
370.692,0.07179,370.734,0.00836
370.746,0.01133,370.77,-0.00448
