"Ptime","Pload","Vtime","Vload"
212.754,0.33963,212.814,0.23474
212.82,0.24022,212.838,0.22639
291.75,0.744,291.822,0.39642
291.84,0.40189,291.846,0.39869
303.624,0.45901,303.672,0.36211
303.678,0.36101,303.696,0.34877
303.816,0.35793,303.834,0.35187
305.01,0.35904,305.094,0.10032
305.148,0.11976,305.166,0.10994
365.934,0.50963,365.982,0.48237
365.988,0.48253,366.006,0.4758
367.584,0.47097,367.638,0.37875
367.644,0.37863,367.656,0.37178
376.86,0.34325,376.884,0.33512
379.686,0.32535,379.74,0.25424
459.57,0.55224,459.648,0.24577
459.792,0.04925,459.81,0.0209
459.828,0.03672,459.846,0.01912
459.864,0.03157,459.888,0.01648
459.9,0.02264,459.918,0.01366
460.002,0.0452,460.032,0.02282
460.038,0.02204,460.062,0.01338
510.546,0.12543,510.606,0.07437
512.298,0.08666,512.328,0.07713
533.772,0.12718,533.826,0.08588
704.76,0.20146,704.784,0.18246
704.79,0.18192,704.814,0.17238
707.112,0.18068,707.184,0.07513
707.19,0.07456,707.214,0.06628
707.298,0.0727,707.316,0.06431
841.746,0.25032,841.788,0.033
841.794,0.03368,841.824,-0.01049
842.106,0.0353,842.13,0.02319
842.184,0.03183,842.208,0.02082
842.226,0.02619,842.244,0.01814
842.34,0.02639,842.358,0.01943
