"Ptime","Pload","Vtime","Vload"
33.966,0.02456,33.99,0.01504
34.11,0.03021,34.14,0.00911
94.38,0.10636,94.41,0.09564
145.08,0.19096,145.152,0.09646
257.334,0.93596,257.364,0.92286
278.49,1.24112,278.562,1.17968
288.924,1.3591,289.008,1.18627
295.056,1.23983,295.092,1.22691
297.648,1.27037,297.72,0.92188
332.682,1.54386,332.724,1.52836
332.802,1.52138,332.856,1.49978
336.234,1.56851,336.288,1.54972
338.808,1.56326,338.868,1.52413
340.11,1.54344,340.17,1.51569
341.76,1.54184,341.808,1.52118
345.324,1.5865,345.402,1.34734
348.066,1.35803,348.114,1.33986
350.478,1.38485,350.55,1.09733
353.868,1.11338,353.928,1.08752
357.372,1.15768,357.426,1.12255
357.48,1.11848,357.546,1.05224
357.906,1.04697,357.984,0.84975
364.614,0.74372,364.692,0.56086
385.56,0.84815,385.632,0.76929
405.444,1.04094,405.504,0.95703
436.8,1.32954,436.854,1.30109
441.06,1.34793,441.132,1.25855
444.432,1.29854,444.492,1.24353
455.934,1.36797,455.988,1.31832
470.856,1.47717,470.916,1.20938
470.922,1.21237,470.934,1.20249
470.946,1.20844,470.952,1.20462
471.018,1.21073,471.03,1.2068
471.078,1.2037,471.09,1.19786
491.43,1.41975,491.49,1.2081
491.496,1.21094,491.508,1.20405
491.592,1.20688,491.604,1.20302
491.706,1.19064,491.856,0.75419
492.042,0.74877,492.066,0.74165
532.506,0.99206,532.578,0.80647
537.852,0.84732,537.924,0.56319
537.942,0.57325,537.954,0.56746
561.306,0.7097,561.384,0.02769
561.642,0.05173,561.678,0.03957
563.214,0.07981,563.298,0.03576
