"Ptime","Pload","Vtime","Vload"
175.542,0.03451,175.596,0.01729
186.906,0.05663,186.948,0.01318
186.954,0.01256,186.978,0.00028
186.996,0.00747,187.014,0.00148
187.074,0.00729,187.092,0.00228
187.152,0.00735,187.17,0.00336
187.194,0.0069,187.206,0.00388
187.23,0.00697,187.248,0.00301
187.272,0.00686,187.284,0.00476
187.35,0.00752,187.362,0.00527
216.426,0.03153,216.492,0.00678
235.194,0.03639,235.224,0.02727
235.23,0.02624,235.26,0.01846
241.968,0.03705,241.998,0.01311
242.01,0.01221,242.028,0.00822
242.052,0.01175,242.07,0.00791
242.13,0.01146,242.142,0.00929
275.856,0.06398,275.898,0.01424
275.91,0.01496,275.934,0.00217
275.952,0.01138,275.97,0.00351
276.03,0.00857,276.048,0.0026
276.108,0.00673,276.126,0.00231
276.15,0.00679,276.168,0.00192
276.186,0.00646,276.204,0.00228
276.228,0.00627,276.24,0.00385
276.27,0.00618,276.282,0.00299
276.306,0.00651,276.324,0.00315
276.348,0.00596,276.36,0.00359
276.384,0.0063,276.396,0.00408
276.426,0.00656,276.438,0.00429
