"Ptime","Pload","Vtime","Vload"
330.192,0.06048,330.222,0.04039
330.228,0.0396,330.252,0.03406
330.276,0.03722,330.294,0.03293
330.318,0.03495,330.336,0.03097
369.402,0.07197,369.42,0.06655
477.774,0.14246,477.786,0.13992
499.866,0.16395,499.884,0.15587
500.844,0.13975,500.88,0.07066
500.898,0.07245,500.91,0.06296
500.97,0.07485,500.988,0.06834
501.006,0.07264,501.024,0.06755
501.048,0.07181,501.06,0.06879
501.114,0.07122,501.138,0.06437
501.192,0.06435,501.21,0.06159
609.648,0.16484,609.69,0.01609
609.708,0.03009,609.726,0.00509
610.212,0.0189,610.23,0.01294
610.296,0.01803,610.314,0.01371
610.338,0.01728,610.35,0.01469
610.38,0.01677,610.392,0.01441
