"Ptime","Pload","Vtime","Vload"
219.354,0.41868,219.408,0.37549
226.452,0.42158,226.494,0.40438
236.346,0.46422,236.4,0.42429
255.96,0.55493,256.008,0.53692
267.966,0.62483,268.026,0.31683
268.038,0.33393,268.074,0.30937
268.116,0.31744,268.122,0.3143
275.142,0.38138,275.19,0.35185
342.732,0.93758,342.81,0.22573
400.41,0.58147,400.458,0.54717
400.8,0.53693,400.854,0.49176
428.31,0.74099,428.382,0.4573
428.394,0.46599,428.406,0.45546
428.61,0.4649,428.652,0.44983
437.658,0.56895,437.712,0.29751
437.724,0.30297,437.736,0.28682
458.892,0.55504,458.91,0.54713
468.036,0.63985,468.096,0.6098
468.114,0.60981,468.162,0.58501
476.262,0.64903,476.304,0.51577
476.316,0.51477,476.34,0.49823
476.844,0.51882,476.898,0.32708
490.56,0.54709,490.626,0.42914
493.266,0.45973,493.332,0.31645
493.392,0.3238,493.404,0.31525
