"Ptime","Pload","Vtime","Vload"
89.7,0.08125,89.73,0.07144
89.748,0.07176,89.766,0.06807
97.116,0.08042,97.146,0.06284
97.164,0.06474,97.182,0.06088
97.206,0.06343,97.218,0.06139
97.248,0.06422,97.26,0.06202
99.924,0.0673,99.972,0.03139
99.99,0.03231,100.002,0.02894
100.074,0.03725,100.086,0.03413
119.1,0.04176,119.13,0.02549
119.16,0.02494,119.172,0.02192
155.826,0.04394,155.856,0.03379
155.874,0.03478,155.892,0.03083
156.036,0.03277,156.078,0.01968
156.096,0.01767,156.12,0.00935
191.334,0.02245,191.358,0.01662
236.97,0.03081,237.006,0.01195
237.21,0.0177,237.222,0.01543
362.064,0.04189,362.082,0.03766
408.978,0.1139,409.026,-0.00787
