"Ptime","Pload","Vtime","Vload"
234.414,0.02631,234.438,0.02081
253.56,0.05148,253.584,0.04615
350.934,0.25015,350.994,0.18928
351,0.18875,351.018,0.18171
351.09,0.18719,351.108,0.18254
351.126,0.18328,351.138,0.18008
351.156,0.18205,351.168,0.17998
351.18,0.18042,351.198,0.17727
351.21,0.17628,351.228,0.17243
351.552,0.19171,351.57,0.18783
351.732,0.20162,351.756,0.19491
351.762,0.19383,351.774,0.19136
358.194,0.23263,358.236,0.00788
358.254,0.02278,358.272,-0.00761
358.428,0.01355,358.452,0.00718
358.674,0.02516,358.698,0.01089
358.716,0.01755,358.734,0.01076
358.8,0.0199,358.824,0.01198
359.274,0.01373,359.292,0.01016
359.424,0.01109,359.436,0.00901
359.466,0.0113,359.484,0.008
359.514,0.01088,359.526,0.0088
359.742,0.0158,359.76,0.01196
