"Ptime","Pload","Vtime","Vload"
173.04,0.15956,173.106,0.00272
173.124,0.01872,173.136,0.01303
173.154,0.01818,173.172,0.00963
173.19,0.01568,173.202,0.01033
213.036,0.13358,213.078,0.11055
215.598,0.12076,215.646,0.1027
218.892,0.1187,218.952,0.0832
220.26,0.08301,220.32,0.04702
224.082,0.06678,224.142,0.02085
244.41,0.07977,244.464,0.05067
254.712,0.05537,254.778,0.02918
292.674,0.10295,292.734,0.02055
329.046,0.05752,329.112,-0.00088
329.13,0.00375,329.142,-0.00183
534.99,0.01908,535.026,0.0014
