"Ptime","Pload","Vtime","Vload"
43.608,0.06563,43.638,0.0464
128.448,0.35522,128.508,0.30038
134.694,0.35641,134.778,0.3147
173.496,0.54751,173.556,0.30972
173.562,0.30865,173.586,0.29005
173.604,0.30052,173.688,0.11474
187.458,0.23607,187.524,0.13672
230.922,0.58765,230.994,0.45693
235.404,0.49453,235.5,0.40726
252.276,0.58684,252.33,0.45726
252.336,0.4573,252.348,0.44865
262.458,0.51254,262.518,0.27047
262.53,0.27058,262.548,0.25595
262.614,0.26308,262.632,0.2573
269.946,0.27481,270.018,0.03722
270.036,0.04894,270.054,0.04058
340.47,0.28634,340.548,0.03514
340.926,0.06267,340.962,0.04809
349.194,0.0738,349.218,0.05841
387.822,0.13423,387.864,0.07529
387.87,0.07412,387.894,0.06056
417.48,0.08906,417.516,0.07134
449.112,0.11556,449.19,0.08099
497.946,0.14845,497.976,0.12615
