"Ptime","Pload","Vtime","Vload"
67.134,0.05809,67.164,0.02411
67.176,0.02753,67.2,0.01698
137.136,0.21906,137.19,0.14243
167.49,0.36944,167.556,0.21715
167.562,0.21988,167.574,0.21126
180.03,0.32559,180.09,0.178
180.72,0.21206,180.774,0.18169
204.288,0.45579,204.33,0.42723
213.03,0.51805,213.102,0.38526
213.114,0.38738,213.18,0.09966
213.192,0.10909,213.21,0.10197
244.998,0.29751,245.064,0.17721
256.902,0.28166,256.962,0.18627
256.968,0.18666,256.98,0.1812
256.992,0.18344,257.01,0.17582
282.918,0.34302,282.96,0.3249
286.014,0.35756,286.068,0.32313
286.968,0.32045,287.04,0.02056
287.082,0.03355,287.112,0.01859
288.264,0.06212,288.342,0.03185
361.152,0.55155,361.212,0.00926
361.224,0.02965,361.242,-0.0259
361.338,0.03668,361.356,0.02278
361.374,0.03468,361.392,0.02422
361.41,0.03052,361.434,0.00599
361.452,0.01843,361.47,0.00306
