"Ptime","Pload","Vtime","Vload"
251.754,0.91135,251.82,0.85519
260.814,1.01062,260.88,0.78548
260.886,0.78906,260.898,0.78304
260.982,0.79351,260.988,0.79029
261.942,0.77866,262.008,0.51425
262.02,0.5205,262.032,0.51294
262.128,0.52177,262.14,0.51726
262.146,0.51937,262.158,0.51501
277.236,0.57877,277.314,0.16149
287.238,0.32842,287.28,0.31228
301.554,0.41579,301.632,-0.01639
301.65,0.00343,301.662,-0.00786
301.746,0.0288,301.764,0.0174
301.776,0.01733,301.794,0.00931
380.862,0.1379,380.91,0.10799
420.264,0.16444,420.33,0.13485
442.26,0.23106,442.32,0.09059
442.338,0.09902,442.35,0.08886
442.362,0.09844,442.38,0.09124
442.446,0.1074,442.458,0.1039
442.53,0.10649,442.548,0.1002
462.312,0.16478,462.372,-0.00194
462.39,0.01189,462.408,-0.00141
462.456,0.01578,462.474,0.00316
462.492,0.01218,462.504,0.00361
462.522,0.01179,462.54,0.00623
462.558,0.01381,462.57,0.00787
