"Ptime","Pload","Vtime","Vload"
103.836,0.12894,103.914,-0.01193
104.064,0.00581,104.088,-0.00333
104.352,0.00561,104.37,-0.00146
104.598,0.01091,104.622,0.0059
104.646,0.00756,104.658,0.00542
104.682,0.00745,104.706,0.00137
104.724,0.00206,104.742,-0.00192
104.808,0.00078,104.82,-0.00122
105.318,0.00832,105.336,0.00453
175.992,0.12401,176.028,-0.002
176.046,0.00912,176.064,-0.01522
176.754,0.00161,176.778,-0.00376
176.838,0.00234,176.856,-0.00278
176.958,0.00343,176.976,-0.00185
177,0.00301,177.018,-0.00248
177.042,0.00211,177.06,-0.00298
177.084,0.00168,177.096,-0.00151
177.372,0.00091,177.384,-0.00123
177.414,0.00069,177.426,-0.0014
177.456,0.00079,177.468,-0.00176
