"Ptime","Pload","Vtime","Vload"
36.366,0.2037,36.42,0.18234
119.538,1.40394,119.676,1.07732
124.08,1.17098,124.146,0.54261
124.236,0.5654,124.266,0.55337
139.572,0.75678,139.644,0.5135
139.65,0.51248,139.656,0.50827
139.668,0.51079,139.734,0.31911
139.74,0.3195,139.752,0.31412
139.806,0.32736,139.824,0.31979
145.998,0.36238,146.058,0.18262
146.064,0.18404,146.076,0.17677
159.138,0.22851,159.21,0.00642
159.228,0.01986,159.24,0.01268
244.182,0.20196,244.224,0.02954
244.23,0.02897,244.254,-0.00729
244.272,0.01318,244.29,-0.00252
385.296,0.11062,385.344,0.01566
385.356,0.01575,385.374,-0.00106
385.5,0.02287,385.518,0.0133
385.536,0.01878,385.548,0.01317
