"Ptime","Pload","Vtime","Vload"
114.864,0.36179,114.912,0.32474
155.82,0.7352,155.856,0.71675
168.45,0.88442,168.51,0.85097
169.128,0.85226,169.182,0.82667
173.052,0.86699,173.112,0.8295
176.61,0.88923,176.67,0.849
192.144,1.05131,192.204,1.00906
194.748,1.00956,194.802,0.88843
194.808,0.89087,194.82,0.88466
198.168,0.93578,198.21,0.9165
206.406,1.0712,206.49,0.93555
228.174,1.42661,228.252,1.25138
232.782,1.32779,232.86,1.05888
232.98,1.05999,233.058,0.93621
244.626,1.12923,244.698,0.84811
245.256,0.83819,245.322,0.51335
245.328,0.5125,245.364,0.48326
245.382,0.48804,245.4,0.48164
245.568,0.50121,245.634,0.47824
246.69,0.51014,246.762,0.48046
265.59,0.84114,265.65,0.74425
266.202,0.72705,266.262,0.44846
266.274,0.45294,266.286,0.44787
266.352,0.4534,266.364,0.44732
266.37,0.44719,266.382,0.44209
268.212,0.45139,268.278,0.38571
268.656,0.38078,268.716,0.29686
277.104,0.45987,277.182,0.12223
277.314,0.13226,277.332,0.12419
277.518,0.15161,277.554,0.13288
282.54,0.21504,282.588,0.12543
282.594,0.125,282.612,0.11981
291.666,0.23566,291.744,0.0752
291.828,0.08376,291.87,0.06564
300.444,0.15555,300.504,0.08277
314.328,0.17707,314.394,0.02152
314.406,0.02637,314.418,0.02202
349.32,0.22657,349.386,0.01462
349.614,0.07595,349.668,0.04852
385.158,0.32485,385.236,0.20261
392.22,0.28807,392.316,-0.01947
424.008,0.10909,424.068,0.01055
424.458,-0.00174,424.47,-0.00712
