"Ptime","Pload","Vtime","Vload"
68.202,0.0838,68.244,0.0664
87.918,0.14569,87.948,0.12778
88.122,0.12958,88.152,0.11164
104.496,0.20107,104.526,0.18966
104.562,0.18757,104.592,0.17601
127.728,0.31499,127.776,0.27601
129.474,0.28056,129.516,0.26025
135.588,0.3171,135.666,0.0182
159.462,0.11875,159.51,0.02469
159.516,0.02476,159.54,0.00516
314.55,0.31451,314.622,0.00596
315.3,0.0546,315.366,0.02322
315.624,0.06066,315.66,0.04552
316.668,0.06114,316.722,0.03908
351.468,0.16779,351.534,-0.00273
351.552,0.01582,351.57,0.00252
351.66,0.02469,351.678,0.0165
351.702,0.02293,351.72,0.01341
475.008,0.10406,475.104,0.01627
476.82,0.05828,476.898,0.02616
