"Ptime","Pload","Vtime","Vload"
94.44,0.29645,94.482,0.27062
112.602,0.47769,112.668,0.37
115.416,0.40434,115.452,0.38315
158.7,1.24952,158.736,1.23488
164.442,1.38742,164.514,1.19265
164.982,1.18587,165.06,0.9354
165.072,0.94311,165.084,0.93812
165.102,0.94078,165.12,0.93257
177.204,1.13893,177.276,0.75402
184.062,0.96954,184.134,0.83251
189.744,0.99801,189.798,0.84616
189.804,0.84582,189.81,0.84161
190.56,0.86189,190.632,0.6515
205.176,1.06367,205.242,0.9807
205.986,0.86573,206.058,0.69085
209.73,0.75581,209.814,0.50589
209.91,0.5128,209.976,0.36764
214.128,0.47927,214.17,0.45888
216.708,0.52416,216.762,0.48143
224.7,0.68676,224.778,0.45828
224.79,0.46604,224.802,0.46014
224.826,0.46617,224.838,0.46121
231.132,0.62471,231.192,0.49123
231.198,0.49187,231.21,0.48726
236.976,0.60388,237.042,0.41032
237.054,0.41104,237.06,0.40779
242.178,0.51061,242.238,0.41538
242.25,0.41831,242.262,0.41333
242.286,0.41261,242.304,0.40685
250.524,0.52966,250.584,0.39369
250.794,0.39489,250.878,0.04611
251.598,0.09031,251.694,0.05259
294.882,0.82831,294.966,0.12507
295.08,0.20451,295.152,0.13247
295.998,0.20175,296.112,0.14936
296.424,0.19971,296.508,0.16735
296.82,0.20518,296.886,0.1789
316.95,0.76983,317.046,0.58708
317.052,0.58597,317.064,0.5806
325.776,0.83016,325.854,0.71275
340.038,1.06418,340.104,0.91278
352.062,1.17268,352.134,0.99199
352.14,0.99189,352.152,0.98818
356.91,1.07415,356.988,0.87418
366.024,1.01926,366.156,0.50766
366.282,0.51831,366.3,0.50421
366.726,0.53544,366.78,0.5098
374.898,0.63486,374.994,0.38822
375,0.39292,375.012,0.38701
375.144,0.40172,375.162,0.39517
379.974,0.40209,380.034,0.0384
380.046,0.03959,380.058,0.02881
401.1,0.04008,401.154,0.01486
446.418,0.17965,446.472,0.13315
446.478,0.1342,446.496,0.12866
449.49,0.13891,449.544,0.07871
473.592,0.13592,473.646,0.098
503.412,0.09822,503.466,0.05285
516.156,0.04691,516.21,-0.00895
516.228,-0.00549,516.24,-0.00989
