"Ptime","Pload","Vtime","Vload"
147.708,0.08072,147.75,0.05724
165.78,0.10773,165.846,0.02843
199.014,0.11511,199.056,0.09581
217.458,0.18777,217.518,0.16002
229.944,0.13083,229.998,0.09784
307.29,0.4118,307.344,0.3793
308.16,0.37178,308.22,0.29452
308.232,0.2972,308.244,0.28851
333.576,0.39762,333.642,0.24655
333.648,0.24747,333.66,0.24051
333.708,0.25004,333.72,0.24399
334.014,0.23783,334.032,0.2295
373.998,0.35749,374.052,-0.00401
374.064,0.0159,374.088,-0.01965
374.478,0.01628,374.502,0.00457
374.52,0.01195,374.538,0.00421
