"Ptime","Pload","Vtime","Vload"
50.736,0.02385,50.802,0.00498
106.998,0.05259,107.016,0.04829
107.196,0.04455,107.238,0.00889
107.244,0.00776,107.268,0.00146
107.328,0.00894,107.34,0.0069
107.364,0.00886,107.382,0.00361
107.406,0.0077,107.418,0.00489
107.448,0.00729,107.46,0.00477
107.484,0.00765,107.496,0.00556
191.73599,0.02794,191.772,0.01244
191.778,0.01125,191.79601,0.00688
348.89999,0.04352,348.91199,0.04145
362.814,0.04635,362.83801,0.04165
369.20401,0.04292,369.228,0.03082
369.25201,0.02865,369.26401,0.02566
