"Ptime","Pload","Vtime","Vload"
169.848,0.05915,169.89,0.01918
169.896,0.0191,169.914,0.0153
170.022,0.02041,170.04,0.01683
170.1,0.01995,170.118,0.01576
170.142,0.01871,170.16,0.01584
170.268,0.02089,170.286,0.01813
210.54,0.06963,210.576,0.01325
210.594,0.02208,210.624,0.00628
210.84,0.00552,210.864,-0.0021
211.098,0.00349,211.11,0.00036
211.188,0.00238,211.206,-0.00212
211.338,0.00227,211.35,-6e-04
211.536,0.00055,211.548,-0.00217
268.962,0.00857,268.974,0.00566
269.01,0.00352,269.022,0.00095
