"Ptime","Pload","Vtime","Vload"
143.904,0.19423,143.976,0.04151
143.988,0.04944,144,0.04183
144.084,0.05855,144.096,0.05207
144.144,0.06114,144.156,0.05519
152.934,0.08674,152.97,0.02969
152.976,0.02858,153,0.00529
153.018,0.01089,153.03,0.00329
191.994,0.2283,192.048,0.12104
192.06,0.12274,192.078,0.11638
195.006,0.14543,195.054,0.12917
196.374,0.13119,196.434,0.0221
196.452,0.03547,196.47,0.02664
196.488,0.03748,196.5,0.03041
196.518,0.03746,196.536,0.02838
196.554,0.03508,196.566,0.0297
242.136,0.24798,242.196,0.10274
242.208,0.11159,242.238,0.08936
248.406,0.12982,248.472,0.04073
248.484,0.04929,248.496,0.0428
248.514,0.0513,248.532,0.04374
248.55,0.0504,248.562,0.04346
264.264,0.11286,264.324,0.03916
264.336,0.04361,264.354,0.03644
264.372,0.04378,264.384,0.03831
264.402,0.04536,264.414,0.04085
264.432,0.04507,264.45,0.03953
268.77,0.06306,268.836,0.00805
305.976,0.10659,306.066,0.02788
354.942,0.22668,355.002,0.06412
355.014,0.06868,355.026,0.05605
355.044,0.06977,355.056,0.06246
355.104,0.07272,355.122,0.06394
355.134,0.07109,355.146,0.06625
355.254,0.08925,355.272,0.07893
355.284,0.07911,355.302,0.07152
355.404,0.07869,355.422,0.07111
356.472,0.09701,356.538,0.07205
365.916,0.10396,365.946,0.00892
365.958,0.01006,365.976,-0.01274
365.994,0.00676,366.012,-0.00306
366.06,0.01288,366.078,0.00289
366.096,0.01418,366.108,0.00905
366.192,0.02484,366.21,0.01673
366.318,0.01615,366.342,0.00834
393.516,0.04803,393.552,0.00789
393.558,0.00772,393.582,-0.00531
393.6,0.00179,393.618,-0.00507
