"Ptime","Pload","Vtime","Vload"
317.982,0.23572,318.042,0.16648
318.048,0.16571,318.066,0.15792
322.362,0.16865,322.434,0.14481
353.964,0.30918,354.036,0.07974
354.042,0.07905,354.06,0.06116
354.072,0.0687,354.084,0.06444
354.162,0.07752,354.18,0.07178
354.222,0.07393,354.246,0.06343
354.63,0.0916,354.69,0.06829
360.294,0.10297,360.324,0.07644
360.33,0.07644,360.348,0.07033
362.616,0.08617,362.682,0.00042
429,0.13842,429.084,0.08082
454.38,0.14765,454.404,0.13221
454.464,0.12012,454.53,0.09351
497.718,0.13525,497.742,0.12454
581.616,0.2396,581.658,0.02296
581.664,0.02391,581.688,-0.02343
581.88,0.00708,581.898,-0.00363
581.916,0.00672,581.934,-0.00279
581.952,0.00671,581.97,-0.00107
581.988,0.00718,582,0.00147
