"Ptime","Pload","Vtime","Vload"
164.292,0.04211,164.34,0.01738
183.864,0.04578,183.918,0.01355
191.646,0.02352,191.67,0.01507
214.41,0.03573,214.428,0.03119
228.324,0.04388,228.336,0.04043
253.146,0.09442,253.224,0.00391
253.362,0.01443,253.386,0.00913
253.8,0.01315,253.818,0.00929
254.034,0.01448,254.052,0.01097
254.4,0.02181,254.424,0.01549
254.91,0.024,254.958,0.0103
365.64,0.29607,365.688,-0.00258
365.7,0.02211,365.724,-0.02426
366.168,0.01137,366.186,0.00733
366.21,0.01129,366.228,0.00734
366.252,0.01146,366.27,0.00762
366.294,0.01155,366.312,0.0068
366.336,0.01094,366.354,0.00703
366.378,0.01064,366.396,0.00623
366.42,0.00993,366.438,0.00643
366.462,0.01004,366.48,0.00652
