"Ptime","Pload","Vtime","Vload"
93.156,0.05874,93.198,0.03055
126.222,0.06017,126.294,0.00571
193.476,0.19144,193.512,0.17559
211.092,0.26037,211.14,0.02499
211.152,0.04486,211.176,0.00827
211.494,0.038,211.518,0.02905
251.064,0.13603,251.094,0.12509
276.96,0.22074,277.026,0.12901
277.038,0.13364,277.056,0.12702
277.074,0.13173,277.146,0.0219
277.5,0.03124,277.536,0.01357
321.618,0.0525,321.648,0.03542
479.364,0.07109,479.4,0.02903
479.412,0.03126,479.436,0.01478
479.532,0.03499,479.556,0.02046
584.4,0.1952,584.442,0.06813
584.454,0.07322,584.478,0.05097
584.682,0.10077,584.7,0.0926
584.712,0.09493,584.736,0.08672
584.748,0.08883,584.778,0.07634
584.784,0.07642,584.814,0.06572
589.218,0.07412,589.26,0.00293
589.278,0.01641,589.296,0.00256
589.65,0.03103,589.68,0.0157
617.22,0.02509,617.25,0.01361
650.964,0.01722,650.988,0.0059
