"Ptime","Pload","Vtime","Vload"
246.054,0.16727,246.108,0.12581
297.348,0.35637,297.402,0.26663
297.408,0.26683,297.42,0.26019
313.362,0.40155,313.422,0.20751
313.428,0.20701,313.44,0.19373
313.524,0.20311,313.536,0.19809
366.204,0.89949,366.27,0.62445
366.276,0.62363,366.288,0.61375
366.294,0.61645,366.306,0.61106
372.21,0.6705,372.276,0.49767
372.288,0.50225,372.294,0.4989
404.52,0.94115,404.592,0.53017
404.598,0.52986,404.604,0.522
404.694,0.5397,404.712,0.5299
404.79,0.54012,404.85,0.51381
408,0.58436,408.054,0.54434
439.392,0.99029,439.512,0.34707
439.608,0.36847,439.632,0.35898
439.794,0.4104,439.89,0.36389
440.196,0.15914,440.208,0.14879
440.304,0.16094,440.316,0.15283
440.61,0.18155,440.664,0.15876
448.692,0.22276,448.746,0.08366
448.758,0.08611,448.77,0.07516
448.884,0.09443,448.914,0.02495
448.926,0.02501,448.944,0.01265
449.046,0.04242,449.064,0.03044
449.196,0.04771,449.25,0.02668
483.03,0.0983,483.066,0.00848
483.072,0.00831,483.096,-0.01347
483.114,0.00176,483.126,-0.00892
483.144,0.00312,483.162,-0.00717
483.18,0.00359,483.198,-0.00692
483.216,0.00229,483.228,-0.00585
483.246,0.00171,483.264,-0.00526
483.282,0.00234,483.294,-0.00402
