"Ptime","Pload","Vtime","Vload"
280.19,0.13641,280.226,0.03737
280.238,0.03848,280.262,0.02091
280.316,0.03569,280.334,0.02958
328.946,0.15376,328.988,0.02775
329,0.03458,329.018,0.00998
329.156,0.03218,329.174,0.02575
329.372,0.02964,329.396,0.02083
329.414,0.02713,329.438,0.01921
329.456,0.0263,329.474,0.01931
371.81,0.14178,371.876,0.09787
375.65,0.11318,375.692,0.03306
375.698,0.0357,375.722,0.01654
415.016,0.10778,415.052,0.04424
415.058,0.04596,415.082,0.03253
424.184,0.05864,424.208,0.0442
424.262,0.04236,424.316,0.01748
