"Ptime","Pload","Vtime","Vload"
281.622,0.04096,281.646,0.03414
366.864,0.09102,366.906,0.0553
366.912,0.05499,366.936,0.04485
367.026,0.05932,367.05,0.05346
367.182,0.07247,367.2,0.06388
367.332,0.0486,367.35,0.04419
367.95,0.0582,367.992,0.047
447.066,0.2512,447.108,0.02305
447.126,0.04315,447.144,0.01182
447.456,0.03892,447.48,0.02591
447.498,0.03664,447.522,0.02488
447.66,0.03115,447.678,0.02617
447.702,0.02991,447.72,0.02584
447.744,0.03026,447.762,0.027
447.786,0.0303,447.804,0.0272
447.828,0.02891,447.84,0.0269
