"Ptime","Pload","Vtime","Vload"
127.116,0.07285,127.176,0.005
155.424,0.10578,155.46,0.08744
182.502,0.24284,182.544,0.22517
186.48,0.21723,186.57,0.08246
188.868,0.11804,188.892,0.10863
188.898,0.10757,188.916,0.09794
208.11,0.25584,208.176,0.1975
214.416,0.25081,214.458,0.23367
232.764,0.37689,232.842,0.1177
232.962,0.16152,233.022,0.06122
233.034,0.06747,233.046,0.06054
233.094,0.06849,233.112,0.05788
233.154,0.06646,233.166,0.06227
233.274,0.07997,233.292,0.07136
282.408,0.33044,282.504,0.05048
282.63,0.07845,282.654,0.06586
282.66,0.0649,282.708,0.04296
284.994,0.09172,285.048,0.06493
285.408,0.10176,285.468,0.07651
285.87,0.10715,285.948,0.07721
304.608,0.17935,304.65,0.01911
304.656,0.01914,304.674,-0.01384
304.692,0.01145,304.71,0.00149
304.758,0.02437,304.776,0.01608
304.944,0.03401,304.968,0.0256
341.334,0.174,341.394,0.03868
341.406,0.04034,341.424,0.03278
341.496,0.05955,341.514,0.05057
354.114,0.06899,354.156,0.00362
354.162,0.00335,354.186,-0.01104
354.204,-0.00158,354.216,-0.00746
