"Ptime","Pload","Vtime","Vload"
25.602,0.03948,25.614,0.03632
25.686,0.04111,25.698,0.03844
190.296,0.46505,190.392,0.38036
198.708,0.39098,198.762,0.29823
198.774,0.30184,198.792,0.29533
198.81,0.30443,198.822,0.29962
198.834,0.30132,198.846,0.29704
198.864,0.3003,198.876,0.29684
198.924,0.30162,198.936,0.29859
198.954,0.3018,198.966,0.29861
199.008,0.29901,199.02,0.29643
199.038,0.29727,199.05,0.29493
248.976,0.45005,249.06,0.01684
249.144,0.05891,249.168,0.05077
249.3,0.06472,249.33,0.05092
249.468,0.06533,249.486,0.06024
249.81,0.0562,249.846,0.04681
250.098,0.06641,250.158,0.05018
