"Ptime","Pload","Vtime","Vload"
28.32,0.01338,28.35,-0.00032
182.472,0.1675,182.544,0.1369
206.538,0.26681,206.592,0.22327
241.902,0.66248,241.974,0.49574
241.98,0.49615,241.992,0.48966
242.634,0.49798,242.706,0.29835
242.718,0.30353,242.724,0.30043
265.932,0.74266,265.986,0.6824
266.766,0.68705,266.832,0.476
270.702,0.52347,270.786,0.15806
272.436,0.22332,272.532,0.18708
273.894,0.2487,273.972,0.2171
274.602,0.26506,274.686,0.22689
274.95,0.27065,275.034,0.23289
276.312,0.30003,276.396,0.26661
276.66,0.30186,276.726,0.2725
276.984,0.30715,277.062,0.28035
302.442,0.73297,302.502,0.46891
302.592,0.38988,302.604,0.3848
312.09,0.55081,312.15,0.45393
312.162,0.45343,312.174,0.44894
312.24,0.45198,312.252,0.44787
319.602,0.54849,319.668,0.41633
319.692,0.41972,319.704,0.4155
320.988,0.41292,321.054,0.22862
334.776,0.3911,334.878,0.24896
334.884,0.24965,334.896,0.24467
354.33,0.43384,354.372,0.36142
354.378,0.36147,354.396,0.35143
357.564,0.36382,357.618,0.20271
357.642,0.20406,357.66,0.19494
364.524,0.22494,364.596,-0.01341
364.602,-0.01364,364.614,-0.01965
425.892,0.30532,425.958,-0.0208
425.976,0.01122,425.988,0.0041
426.06,0.05344,426.066,0.04796
426.18,0.0919,426.258,0.02528
426.318,0.02232,426.366,0.00297
427.056,0.08329,427.164,0.02309
427.482,0.07943,427.608,0.02341
427.92,0.07565,428.046,0.02482
428.352,0.07443,428.49,0.02501
460.83,0.29954,460.902,-0.04093
461.016,-0.00206,461.034,-0.01793
461.052,-0.00272,461.07,-0.01592
461.082,-0.00411,461.1,-0.01458
461.118,-0.00412,461.13,-0.01231
461.148,-0.00462,461.166,-0.01282
461.184,-0.00469,461.196,-0.01061
461.214,-0.00488,461.232,-0.011
