"Ptime","Pload","Vtime","Vload"
208.176,0.03435,208.218,0.01728
280.944,0.20748,281.028,0.11325
297.372,0.26251,297.444,0.07948
297.696,0.08819,297.732,0.07492
359.832,0.65198,359.892,0.44416
359.898,0.44435,359.91,0.43542
359.922,0.44197,359.934,0.43228
380.85,0.60543,380.922,0.39684
407.16,0.62486,407.226,0.5477
407.436,0.52225,407.556,0.1939
407.568,0.20163,407.58,0.19639
439.734,0.47654,439.794,0.27084
439.8,0.27305,439.818,0.26373
439.83,0.27018,439.842,0.26343
439.854,0.26655,439.872,0.2597
439.908,0.26255,439.932,0.25413
451.182,0.34268,451.272,0.07905
451.752,0.11413,451.812,0.0816
452.226,0.12193,452.286,0.09879
466.722,0.21812,466.788,0.0331
468.474,0.08478,468.57,0.03628
469.452,0.07556,469.53,0.04409
495.456,0.13197,495.498,-0.00363
495.516,0.0101,495.534,-0.01692
