"Ptime","Pload","Vtime","Vload"
211.326,0.28286,211.398,0.03593
211.41,0.05103,211.428,0.03449
211.476,0.05722,211.494,0.04311
250.41,0.51942,250.446,0.50394
264.45,0.68969,264.54,0.40619
294.954,0.92684,295.044,0.27635
295.194,0.32185,295.212,0.31266
295.356,0.32446,295.416,0.29832
295.524,0.33235,295.59,0.29724
312.048,0.5453,312.102,0.23823
312.108,0.24329,312.12,0.22942
312.162,0.23966,312.174,0.23453
312.258,0.24592,312.276,0.23456
328.356,0.30845,328.428,-0.0087
328.512,0.02537,328.524,0.01302
328.542,0.02177,328.56,0.01188
328.578,0.01951,328.59,0.01283
370.86,0.06818,370.932,0.02032
501.486,0.11818,501.528,0.01165
501.534,0.01414,501.558,-0.01045
501.576,0.00881,501.594,-0.0054
501.678,0.00824,501.696,0.00057
501.714,0.00853,501.732,0.00194
501.75,0.0086,501.768,0.00213
