"Ptime","Pload","Vtime","Vload"
88.476,0.07679,88.554,0.01392
125.334,0.24011,125.412,0.0868
154.656,0.27835,154.716,0.25501
168.876,0.28961,168.942,0.12949
168.954,0.1363,168.972,0.12479
168.99,0.13295,169.002,0.12706
192.452,0.20046,192.524,0.06601
192.542,0.07356,192.554,0.0687
192.578,0.07482,192.59,0.06906
197.432,0.07319,197.498,0.04796
235.316,0.03976,235.376,0.01256
294.512,0.18515,294.578,0.04991
294.596,0.05971,294.614,0.04793
294.704,0.07191,294.728,0.0595
294.74,0.06173,294.758,0.05318
306.35,0.09768,306.392,0.00023
306.41,0.01434,306.434,-0.00952
306.932,0.01084,306.956,0.00313
