"Ptime","Pload","Vtime","Vload"
203.026,0.37194,203.092,0.17627
234.196,0.39836,234.256,0.34651
239.338,0.3644,239.47,0.17576
267.904,0.54212,267.976,-0.00774
269.5,0.045,269.578,0.01405
308.986,0.11662,309.004,0.10948
317.596,0.13774,317.65,0.10914
324.418,0.13471,324.49,-0.00104
379.552,0.19843,379.606,0.15892
415.294,0.29262,415.354,0.12976
415.366,0.13531,415.378,0.12578
415.396,0.13703,415.408,0.13127
415.426,0.13909,415.438,0.13465
415.48,0.14226,415.492,0.13666
472.846,0.30556,472.894,0.28343
473.524,0.2775,473.596,-0.0132
473.614,0.01447,473.632,-0.00288
473.686,0.01756,473.698,0.01091
