"Ptime","Pload","Vtime","Vload"
166.146,0.00667,166.164,0.00241
269.514,0.05669,269.55,0.00057
269.556,0.00127,269.574,-0.01329
269.592,-0.00371,269.61,-0.01154
269.628,-0.002,269.64,-0.00906
269.658,-0.00195,269.676,-0.00945
269.694,-0.00136,269.706,-0.00773
269.73,-0.00229,269.742,-0.00819
269.76,-0.00215,269.772,-0.0063
269.796,-0.00123,269.808,-0.00579
269.826,-0.00145,269.838,-0.00475
269.862,-0.00104,269.874,-0.00528
269.892,-0.0017,269.904,-0.00383
269.928,-0.00076,269.94,-0.00336
269.964,-0.00048,269.976,-0.00338
269.994,-0.00049,270.006,-0.00307
