"Ptime","Pload","Vtime","Vload"
188.82,0.56704,188.88,0.47898
199.11,0.63842,199.152,0.60935
201.606,0.6372,201.678,0.47619
201.708,0.47244,201.774,0.43287
202.854,0.43115,202.932,0.27524
235.356,0.87098,235.434,0.62566
253.992,1.05514,254.028,1.04135
263.826,1.19963,263.898,0.96185
281.736,1.37368,281.826,0.98447
282.042,0.97954,282.114,0.74259
298.866,1.27419,298.932,1.11198
311.436,1.46123,311.502,1.31809
319.836,1.50185,319.884,1.45845
331.464,1.72377,331.536,1.50872
332.796,1.51784,332.856,1.42578
333.336,1.4141,333.468,0.49103
336.576,0.65692,336.642,0.6308
338.568,0.71517,338.634,0.68615
339.774,0.75465,339.84,0.72879
343.032,0.84419,343.146,0.73996
350.928,0.96044,351.012,0.86973
357.186,1.04684,357.252,0.85829
357.258,0.85779,357.27,0.85147
357.276,0.85042,357.288,0.84229
357.33,0.84471,357.384,0.70995
357.474,0.71502,357.522,0.69584
358.242,0.75695,358.302,0.72451
358.506,0.76039,358.56,0.73737
358.83,0.7477,358.902,0.67626
359.028,0.7034,359.082,0.67572
359.286,0.71544,359.358,0.68355
362.616,0.76842,362.688,0.49483
362.7,0.50295,362.706,0.49969
362.784,0.50516,362.796,0.49718
362.802,0.49679,362.82,0.48837
362.826,0.48804,362.844,0.48071
362.85,0.47991,362.898,0.28415
362.904,0.28475,362.916,0.27492
363.078,0.29391,363.126,0.26783
366.174,0.30635,366.258,0.17687
366.27,0.17686,366.288,0.16727
366.354,0.17238,366.396,0.15433
408.012,0.57111,408.072,0.18034
408.09,0.1975,408.102,0.18339
408.174,0.20798,408.192,0.20132
408.342,0.2034,408.36,0.19727
408.372,0.19756,408.39,0.19011
408.432,0.19438,408.444,0.18944
494.484,0.44435,494.568,-0.03632
494.844,0.00593,494.862,-0.00195
494.922,0.00676,494.94,-0.00231
495,0.01027,495.024,-0.00012
495.192,0.01917,495.228,0.00619
644.232,0.12328,644.262,0.09338
644.268,0.09263,644.292,0.08392
715.326,0.24739,715.374,-0.00474
715.386,0.01036,715.41,-0.02474
715.548,0.00721,715.566,-8e-05
