"Ptime","Pload","Vtime","Vload"
113.454,0.17692,113.478,0.16434
125.532,0.1764,125.556,0.16324
182.676,0.29537,182.712,0.20775
182.718,0.20782,182.736,0.18064
182.754,0.19713,182.766,0.18607
182.784,0.19786,182.796,0.18735
182.814,0.19554,182.826,0.18895
182.844,0.19407,182.862,0.18575
283.62,0.59991,283.692,0.32043
284.412,0.33579,284.454,0.31582
284.718,0.34426,284.766,0.32301
351.09,1.06523,351.15,0.9396
382.548,1.25641,382.602,1.23118
390.756,1.33332,390.81,1.312
398.706,1.41792,398.76,1.39379
399.6,1.38434,399.642,1.36833
405.186,1.42359,405.24,1.40458
408.948,1.42783,409.002,1.39158
410.046,1.38701,410.118,1.35962
423.486,1.50222,423.552,1.39171
423.696,1.39012,423.732,1.37349
439.068,1.53369,439.14,1.32302
439.146,1.32525,439.152,1.32201
443.916,1.33653,443.976,1.25185
445.818,1.26802,445.89,1.14211
460.83,1.27378,460.908,1.06776
462.336,1.06178,462.402,0.82996
462.408,0.83027,462.42,0.82275
489.93,1.10173,490.008,0.57927
490.104,0.5955,490.116,0.59112
490.128,0.59282,490.14,0.58721
490.146,0.58757,490.158,0.58285
493.584,0.52566,493.632,0.46203
527.832,0.50761,527.892,0.22244
527.898,0.22317,527.916,0.21443
528.03,0.23728,528.042,0.23215
556.05,0.30464,556.098,0.28182
586.05,0.39569,586.092,0.38383
683.418,0.6416,683.436,0.63374
713.406,0.74487,713.466,0.71296
732.654,0.80455,732.696,0.76845
744.402,0.8017,744.468,0.68421
744.48,0.68673,744.486,0.68261
759.63,0.77971,759.702,0.65693
759.708,0.65643,759.714,0.65336
759.732,0.65832,759.804,0.46331
759.81,0.46344,759.828,0.45389
781.974,0.62723,782.034,0.29219
782.04,0.29775,782.058,0.28103
782.07,0.29992,782.082,0.29043
782.148,0.30753,782.16,0.30197
782.22,0.31044,782.238,0.30257
853.254,0.62294,853.302,0.53752
853.308,0.53818,853.32,0.52982
861.852,0.56785,861.912,0.3699
861.918,0.3723,861.93,0.35947
861.948,0.37024,861.954,0.36534
861.996,0.36989,862.008,0.36121
882.702,0.42149,882.768,0.07269
882.786,0.09002,882.798,0.07286
882.882,0.0965,882.894,0.08675
882.912,0.0926,882.93,0.08366
882.942,0.08895,882.96,0.08284
