"Ptime","Pload","Vtime","Vload"
134.322,0.31623,134.376,0.22399
134.4,0.22924,134.472,0.109
134.484,0.11221,134.496,0.10548
140.724,0.16298,140.808,0.04633
140.88,0.06254,140.904,0.05343
149.292,0.12771,149.358,0.02659
166.632,0.19025,166.68,0.16088
174.828,0.24186,174.876,0.21206
180.672,0.27213,180.738,0.04612
181.236,0.04262,181.278,0.02545
181.638,0.04703,181.698,0.02239
181.932,0.05235,182.004,0.02314
204.606,0.24411,204.654,0.22092
206.322,0.23055,206.394,0.09239
213.558,0.19698,213.612,0.10179
213.618,0.10273,213.636,0.09668
222.576,0.16689,222.636,0.00183
222.648,0.0063,222.666,-0.00286
222.714,0.01042,222.732,0.00309
223.494,0.04583,223.596,0.01038
242.46,0.10974,242.52,0.05615
242.532,0.05861,242.544,0.05429
243.318,0.06093,243.348,0.04848
255.948,0.09164,256.008,0.01284
256.026,0.01931,256.038,0.01301
256.056,0.02078,256.068,0.01585
256.086,0.02132,256.104,0.01571
