"Ptime","Pload","Vtime","Vload"
242.35201,0.49943,242.40601,0.26728
242.418,0.2738,242.42999,0.26062
242.448,0.27593,242.46001,0.26622
242.502,0.27868,242.51401,0.27107
242.526,0.27796,242.53799,0.27201
242.556,0.27702,242.56799,0.27129
242.58,0.27643,242.592,0.27131
261.20999,0.41942,261.26401,0.37771
296.51999,0.72426,296.56799,0.61317
296.57401,0.61308,296.586,0.60341
298.90201,0.60153,298.96799,0.1972
298.98001,0.21737,298.992,0.19985
299.04001,0.22458,299.052,0.21539
299.10001,0.22719,299.112,0.21977
299.15399,0.22862,299.172,0.21828
299.19,0.22498,299.202,0.21694
299.21399,0.21996,299.23801,0.20509
299.24399,0.20659,299.26199,0.19972
299.39999,0.2117,299.42401,0.20243
355.116,0.31459,355.15799,0.00197
355.17599,0.02173,355.194,-0.02009
355.50601,0.01428,355.52399,0.00667
355.70401,0.01784,355.728,0.00635
490.49399,0.28636,490.52399,0.26685
490.53,0.26615,490.548,0.25835
537.12,0.42552,537.17999,0.31592
537.19202,0.3228,537.20398,0.31503
537.276,0.32877,537.28802,0.3215
537.29999,0.32898,537.31201,0.32352
537.33002,0.32895,537.34198,0.32299
537.354,0.32853,537.37201,0.32296
537.38397,0.32852,537.396,0.32256
537.414,0.3276,537.42603,0.32187
537.43799,0.32626,537.45001,0.32183
546.97198,0.33382,547.02002,-0.01302
547.03802,0.01995,547.05603,-0.02417
