"Ptime","Pload","Vtime","Vload"
203.166,0.05301,203.202,0.03888
267.63,0.33882,267.696,0.17898
267.702,0.17924,267.72,0.16423
267.816,0.1874,267.84,0.17722
267.882,0.17985,267.924,0.16348
271.278,0.19807,271.338,0.11008
271.35,0.11683,271.368,0.10938
271.386,0.1171,271.398,0.1104
271.416,0.11707,271.428,0.11164
271.446,0.11945,271.458,0.11503
271.476,0.12048,271.494,0.11425
271.506,0.1183,271.524,0.11126
271.752,0.12889,271.788,0.11538
281.64,0.15005,281.682,0.07004
281.688,0.06946,281.706,0.05092
281.724,0.06194,281.742,0.05338
281.826,0.06902,281.844,0.06205
281.862,0.06847,281.88,0.0617
284.952,0.06732,284.994,0.00949
285.006,0.01336,285.024,0.00486
343.752,0.08898,343.794,-0.00225
343.812,0.00662,343.83,-0.0102
343.974,0.00574,343.992,-0.00076
