"Ptime","Pload","Vtime","Vload"
291.192,0.1626,291.234,2e-05
291.246,0.01067,291.27,-0.01444
291.87,0.00486,291.888,0.00015
291.912,0.00252,291.93,-0.00155
291.996,0.00168,292.008,-0.00056
292.038,0.00137,292.05,-0.00103
292.158,0.00484,292.176,0.00015
292.2,0.00378,292.218,-0.001
292.242,0.00311,292.254,0.00018
292.278,0.00436,292.296,0.00104
292.32,0.00459,292.332,0.00229
528.06,0.02333,528.09,0.01533
557.616,0.02987,557.64,0.02248
694.158,0.03229,694.176,0.02619
738.606,0.03611,738.642,0.02472
738.648,0.02396,738.666,0.01962
738.756,0.01789,738.78,0.00996
