"Ptime","Pload","Vtime","Vload"
212.964,0.82933,213.03,0.74814
213.138,0.73943,213.204,0.61547
215.07,0.6207,215.154,0.01946
216.342,0.08788,216.42,0.05294
217.104,0.09525,217.176,0.06001
255.606,0.43396,255.654,0.37998
255.66,0.38053,255.672,0.3719
255.87,0.37746,255.924,0.20341
255.93,0.20355,255.942,0.19513
265.284,0.32083,265.326,0.2997
270.954,0.36746,271.02,0.27801
276.078,0.33095,276.156,0.18053
278.676,0.21969,278.718,0.19652
278.724,0.19752,278.736,0.19377
284.676,0.25012,284.712,0.23343
287.22,0.25649,287.274,0.2303
302.76,0.39043,302.826,0.29471
302.838,0.29718,302.85,0.29184
302.928,0.29754,302.946,0.29111
326.904,0.39378,326.976,-0.01815
326.994,-0.00446,327.006,-0.01156
327.12,0.02216,327.138,0.00817
327.222,0.01691,327.24,0.00898
425.22,0.3263,425.292,-0.02265
425.376,0.01854,425.394,-8e-05
425.412,0.01807,425.43,0.00321
425.448,0.01867,425.466,0.00648
