"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
209.142,0.14992,192.132,0.13395,0.01597,"n",NA
209.154,0.17402,209.238,0,0.1818,"y","1"
209.34,0.01637,209.364,0,0.01799,"n",NA
209.694,0.01884,209.724,0.00846,0.01038,"n",NA
248.058,0.10955,248.118,0.07942,0.03013,"y","1"
278.964,0.28542,279.042,0.00865,0.27677,"y","1"
279.102,0.03109,279.126,0.00825,0.02284,"n",NA
279.144,0.02189,279.162,0.00855,0.01334,"n",NA
279.3,0.01857,279.324,0.00491,0.01366,"n",NA
280.032,0.02963,280.068,0.01501,0.01462,"n",NA
324.54,0.21161,324.606,0.01982,0.19179,"y","1"
324.66,0.04265,324.684,0.02534,0.01731,"n",NA
324.702,0.03667,324.72,0.02651,0.01016,"n",NA
324.846,0.0482,324.87,0.03323,0.01497,"n",NA
324.888,0.03521,324.906,0.02659,0.00862,"n",NA
331.398,0.06181,331.428,0.03625,0.02556,"y","1"
331.44,0.03705,331.458,0.03116,0.00589,"n",NA
337.998,0.05207,338.034,0.01127,0.0408,"y","1"
338.046,0.01302,338.07,0.00257,0.01045,"n",NA
338.088,0.01036,338.106,0.00359,0.00677,"n",NA
372.66,0.0627,372.696,0.02666,0.03604,"y","1"
372.708,0.02981,372.726,0.0205,0.00931,"n",NA
373.932,0.02612,373.968,0.00646,0.01966,"y","1"
441.84,0.0938,441.882,0.00886,0.08494,"y","1"
441.894,0.01507,441.912,0,0.01637,"n",NA
442.098,0.0124,442.116,0.00361,0.00879,"n",NA
