"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
268.362,0.30336,217.374,0.29534,0.00802000000000003,"n",NA
229.416,0.39102,229.458,0.3733,0.01772,"y","1"
268.776,0.03389,268.794,0.02577,0.00812,"n",NA
268.818,0.03026,268.836,0.02627,0.00399,"n",NA
268.896,0.02601,268.92,0.01782,0.00819,"n",NA
268.938,0.02073,268.956,0.01644,0.00429,"n",NA
268.98,0.01729,268.998,0.0127,0.00459,"n",NA
269.022,0.01305,269.04,0.0096,0.00345,"n",NA
269.574,0.03343,269.622,0.01909,0.01434,"n",NA
332.682,0.06711,332.718,0.04404,0.02307,"y","1"
332.736,0.04555,332.754,0.04185,0.0037,"n",NA
332.778,0.04466,332.79,0.04211,0.00255,"n",NA
341.394,0.06598,341.418,0.05952,0.00645999999999999,"y","1"
408.87,0.16854,408.918,0.00589,0.16265,"y","1"
408.936,0.02094,408.954,0,0.0302,"n",NA
409.584,0.01421,409.602,0.00882,0.00539,"n",NA
409.626,0.0121,409.638,0.00963,0.00247,"n",NA
410.04,0.014,410.052,0.01158,0.00242,"n",NA
