"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
193.014,0.16197,193.062,0.11282,0.04915,"y","1"
193.068,0.11255,193.092,0.10232,0.01023,"n",NA
193.11,0.10898,193.122,0.10527,0.00370999999999999,"n",NA
193.146,0.10889,193.158,0.1053,0.00359,"n",NA
193.248,0.10792,193.26,0.10576,0.00216,"n",NA
193.284,0.10676,193.296,0.1046,0.00216,"n",NA
218.298,0.19265,218.334,0.14469,0.04796,"y","1"
218.34,0.1456,218.358,0.13328,0.01232,"n",NA
218.376,0.13972,218.394,0.13244,0.00728000000000001,"n",NA
218.412,0.14103,218.43,0.13444,0.00658999999999998,"n",NA
218.448,0.14204,218.46,0.13763,0.00441,"n",NA
218.484,0.14275,218.496,0.13796,0.00478999999999999,"n",NA
218.514,0.14203,218.532,0.1364,0.00563,"n",NA
218.55,0.13991,218.568,0.13523,0.00468000000000002,"n",NA
218.586,0.13832,218.598,0.13439,0.00392999999999999,"n",NA
218.622,0.1367,218.634,0.13278,0.00391999999999998,"n",NA
218.652,0.13615,218.67,0.1328,0.00334999999999999,"n",NA
218.688,0.13585,218.7,0.13322,0.00262999999999999,"n",NA
218.724,0.13608,218.736,0.13305,0.00303,"n",NA
218.76,0.13568,218.772,0.13322,0.00245999999999999,"n",NA
218.862,0.13992,218.874,0.13776,0.00216,"n",NA
254.232,0.21482,254.28,0,0.24081,"y","1"
