"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
284.562,0.29249,284.616,0.1924,0.10009,"y","1"
284.628,0.19675,284.64,0.19109,0.00566,"n",NA
292.944,0.24621,293.01,0.13668,0.10953,"y","1"
293.022,0.14135,293.034,0.13522,0.00613,"n",NA
300.942,0.1889,301.008,0.05023,0.13867,"y","1"
301.026,0.05773,301.038,0.05223,0.0055,"n",NA
301.242,0.0853,301.266,0.07714,0.00816,"n",NA
301.308,0.06774,301.362,0.04739,0.02035,"n",NA
325.014,0.19165,325.062,0.0112,0.18045,"y","1"
325.068,0.01536,325.092,0,0.0309,"n",NA
325.452,0.0165,325.476,0.0082,0.0083,"n",NA
325.494,0.01217,325.518,0.00421,0.00796,"n",NA
