"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
350.934,0.02631,234.438,0.02081,0.0055,"n",NA
253.56,0.05148,253.584,0.04615,0.00533,"y","1"
350.934,0.25015,350.994,0.18928,0.06087,"y","1"
351,0.18875,351.018,0.18171,0.00703999999999999,"n",NA
351.09,0.18719,351.108,0.18254,0.00464999999999999,"n",NA
351.126,0.18328,351.138,0.18008,0.00320000000000001,"n",NA
351.156,0.18205,351.168,0.17998,0.00206999999999999,"n",NA
351.18,0.18042,351.198,0.17727,0.00314999999999999,"n",NA
351.21,0.17628,351.228,0.17243,0.00384999999999999,"n",NA
351.552,0.19171,351.57,0.18783,0.00387999999999999,"n",NA
351.732,0.20162,351.756,0.19491,0.00670999999999999,"n",NA
351.762,0.19383,351.774,0.19136,0.00247,"n",NA
358.194,0.23263,358.236,0.00788,0.22475,"y","1"
358.254,0.02278,358.272,0,0.03039,"n",NA
358.428,0.01355,358.452,0.00718,0.00637,"n",NA
358.674,0.02516,358.698,0.01089,0.01427,"n",NA
358.716,0.01755,358.734,0.01076,0.00679,"n",NA
358.8,0.0199,358.824,0.01198,0.00792,"n",NA
359.274,0.01373,359.292,0.01016,0.00357,"n",NA
359.424,0.01109,359.436,0.00901,0.00208,"n",NA
359.466,0.0113,359.484,0.008,0.0033,"n",NA
359.514,0.01088,359.526,0.0088,0.00208,"n",NA
359.742,0.0158,359.76,0.01196,0.00384,"n",NA
