"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
182.154,0.45265,176.208,0.44136,0.01129,"n",NA
182.154,0.48193,182.22,0.2231,0.25883,"y","1"
182.232,0.24292,182.244,0.22397,0.01895,"n",NA
182.262,0.24329,182.274,0.23002,0.01327,"n",NA
182.292,0.24151,182.304,0.23,0.01151,"n",NA
182.316,0.24153,182.334,0.2319,0.00963,"n",NA
182.346,0.23926,182.358,0.23198,0.00728000000000001,"n",NA
182.376,0.23873,182.388,0.23249,0.00624,"n",NA
204.246,0.34431,204.294,0.31204,0.03227,"n",NA
215.634,0.37085,215.706,0,0.38973,"y","1"
215.79,0.02865,215.808,0.02226,0.00639,"n",NA
215.85,0.03012,215.868,0.02336,0.00676,"n",NA
267.894,0.31415,267.924,0.30344,0.01071,"n",NA
270.726,0.33258,270.798,0.20593,0.12665,"n",NA
280.278,0.35409,280.332,0.30909,0.045,"y","1"
288.444,0.35236,288.486,0.33271,0.01965,"n",NA
288.612,0.32277,288.684,0.19611,0.12666,"y","1"
288.714,0.1986,288.774,0.1756,0.023,"n",NA
291.714,0.26232,291.738,0.25381,0.00851000000000002,"n",NA
292.89,0.22352,292.908,0.21788,0.00564000000000001,"n",NA
293.628,0.22219,293.676,0.17494,0.04725,"y","1"
296.232,0.20886,296.286,0.15537,0.05349,"y","1"
300.666,0.20322,300.72,0.13693,0.06629,"y","1"
300.732,0.13802,300.744,0.1327,0.00531999999999999,"n",NA
302.634,0.14943,302.694,0.07932,0.07011,"y","1"
302.7,0.07877,302.718,0.072,0.00677000000000001,"n",NA
307.32,0.09234,307.38,0.02831,0.06403,"y","1"
329.148,0.10014,329.19,0.00056,0.09958,"y","1"
398.448,0.09279,398.484,0.00222,0.09057,"y","1"
453.912,0.04798,453.942,0.03443,0.01355,"y","1"
487.128,0.0988,487.194,0.02063,0.07817,"y","1"
499.068,0.0154,499.098,0,0.01744,"y","1"
