"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
154.494,0.05079,112.866,0.03918,0.01161,"n",NA
154.506,0.07783,154.542,0.03117,0.04666,"y","1"
154.56,0.03743,154.578,0.0256,0.01183,"n",NA
154.674,0.04058,154.692,0.03371,0.00687,"n",NA
277.776,0.37879,277.83,0.27339,0.1054,"y","1"
301.062,0.50767,301.116,0.48766,0.02001,"y","1"
316.236,0.66438,316.308,0.42398,0.2404,"y","1"
316.416,0.4339,316.44,0.42324,0.01066,"n",NA
317.07,0.37547,317.118,0.35421,0.02126,"n",NA
341.136,0.65445,341.178,0.64057,0.01388,"y","1"
363.936,0.89215,363.996,0.8026,0.08955,"y","1"
367.308,0.86194,367.362,0.82336,0.0385800000000001,"y","1"
376.44,0.96684,376.506,0.90283,0.06401,"y","1"
382.986,0.98958,383.046,0.92515,0.06443,"y","1"
384.942,0.94499,385.008,0.77271,0.17228,"y","1"
385.014,0.7739,385.026,0.76939,0.00451000000000001,"n",NA
387.39,0.76906,387.45,0.72659,0.04247,"y","1"
388.098,0.73275,388.176,0.7011,0.0316500000000001,"y","1"
388.776,0.69657,388.848,0.42691,0.26966,"y","1"
417.354,0.63744,417.408,0.57156,0.06588,"y","1"
424.392,0.59871,424.44,0.50647,0.09224,"y","1"
424.446,0.50633,424.464,0.49163,0.0146999999999999,"n",NA
424.584,0.49331,424.602,0.48627,0.00704000000000005,"n",NA
435.642,0.01161,435.666,0,0.01857,"n",NA
435.792,0.02071,435.81,0.01004,0.01067,"n",NA
435.912,0.01324,435.93,0.00226,0.01098,"n",NA
435.996,0.01772,436.02,0.00811,0.00961,"n",NA
437.058,0.06458,437.136,0.01648,0.0481,"n",NA
437.55,0.04173,437.604,0.02016,0.02157,"n",NA
