"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
173.04,0.15956,173.106,0.00272,0.15684,"y","1"
173.124,0.01872,173.136,0.01303,0.00569,"n",NA
173.154,0.01818,173.172,0.00963,0.00855,"n",NA
173.19,0.01568,173.202,0.01033,0.00535,"n",NA
213.036,0.13358,213.078,0.11055,0.02303,"y","1"
215.598,0.12076,215.646,0.1027,0.01806,"y","1"
218.892,0.1187,218.952,0.0832,0.0355,"y","1"
220.26,0.08301,220.32,0.04702,0.03599,"y","1"
224.082,0.06678,224.142,0.02085,0.04593,"y","1"
244.41,0.07977,244.464,0.05067,0.0291,"y","1"
254.712,0.05537,254.778,0.02918,0.02619,"y","1"
292.674,0.10295,292.734,0.02055,0.0824,"y","1"
329.046,0.05752,329.112,0,0.0584,"y","1"
534.99,0.01908,535.026,0.0014,0.01768,"y","1"
