"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
155.882,0.01742,155.924,0.0128,0.00462,"y","1"
174.272,0.01959,174.41,0.01114,0.00845,"y","1"
252.504,0.02507,252.618,0.01589,0.00918,"y","1"
275.58,0.01972,275.664,0.01578,0.00394,"n",NA
290.544,0.02197,290.604,0.01682,0.00515,"y","1"
309.21,0.01979,309.324,0.01395,0.00584,"y","1"
339.636,0.01804,339.714,0.00979,0.00825,"y","1"
388.26,0.0209,388.314,0.01712,0.00378,"n",NA
418.944,0.02227,418.986,0.01967,0.0026,"n",NA
451.092,0.01997,451.134,0.01691,0.00306,"n",NA
472.53,0.01783,472.572,0.01324,0.00459,"n",NA
499.092,0.01507,499.128,0.0127,0.00237,"n",NA
