"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
267.606,0.05301,203.202,0.03888,0.01413,"n",NA
267.63,0.33882,267.696,0.17898,0.15984,"y","1"
267.702,0.17924,267.72,0.16423,0.01501,"n",NA
267.816,0.1874,267.84,0.17722,0.01018,"n",NA
267.882,0.17985,267.924,0.16348,0.01637,"n",NA
271.278,0.19807,271.338,0.11008,0.08799,"y","1"
271.35,0.11683,271.368,0.10938,0.00745,"y","1"
271.386,0.1171,271.398,0.1104,0.0067,"n",NA
271.416,0.11707,271.428,0.11164,0.00542999999999999,"n",NA
271.446,0.11945,271.458,0.11503,0.00442000000000001,"n",NA
271.476,0.12048,271.494,0.11425,0.00623,"n",NA
271.506,0.1183,271.524,0.11126,0.00704,"n",NA
271.752,0.12889,271.788,0.11538,0.01351,"n",NA
281.64,0.15005,281.682,0.07004,0.08001,"y","1"
281.688,0.06946,281.706,0.05092,0.01854,"n",NA
281.724,0.06194,281.742,0.05338,0.00856000000000001,"n",NA
281.826,0.06902,281.844,0.06205,0.00697,"n",NA
281.862,0.06847,281.88,0.0617,0.00677000000000001,"n",NA
284.952,0.06732,284.994,0.00949,0.05783,"y","1"
285.006,0.01336,285.024,0.00486,0.0085,"n",NA
343.752,0.08898,343.794,0,0.09123,"y","1"
