"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
122.406,0.551,122.202,0.52357,0.0274300000000001,"y","1"
122.442,0.50487,122.496,0.46419,0.04068,"y","1"
122.874,0.45933,122.928,0.4103,0.04903,"y","1"
143.874,0.64336,143.928,0.60598,0.0373800000000001,"y","1"
144.42,0.60879,144.468,0.57832,0.0304700000000001,"y","1"
154.842,0.68718,154.884,0.65055,0.0366300000000001,"y","1"
160.146,0.71406,160.188,0.69071,0.02335,"y","1"
164.934,0.72997,165,0.46958,0.26039,"y","1"
165.018,0.47733,165.03,0.47133,0.00599999999999995,"n",NA
165.09,0.4913,165.102,0.48356,0.00774000000000002,"n",NA
203.01,0.9781,203.07,0.90445,0.07365,"y","1"
215.49,1.06266,215.586,0.66201,0.40065,"y","1"
215.598,0.66694,215.61,0.66329,0.00364999999999993,"n",NA
215.658,0.67225,215.718,0.63629,0.03596,"y","1"
216.756,0.64401,216.798,0.62886,0.01515,"y","1"
238.08,0.93032,238.146,0.82881,0.10151,"y","1"
246.894,0.90799,246.948,0.65003,0.25796,"y","1"
246.954,0.65071,246.972,0.62639,0.02432,"n",NA
246.978,0.62679,246.99,0.62008,0.00670999999999999,"n",NA
247.068,0.62353,247.08,0.61898,0.00455000000000005,"n",NA
248.034,0.6153,248.094,0.39256,0.22274,"y","1"
267.234,0.6808,267.276,0.66538,0.01542,"y","1"
288.774,1.02086,288.834,0.93985,0.0810100000000001,"y","1"
302.61,1.15154,302.67,1.06014,0.0913999999999999,"y","1"
302.676,1.06113,302.688,1.05562,0.0055099999999999,"n",NA
306.504,1.11286,306.564,0.98467,0.12819,"y","1"
315.156,1.13625,315.222,0.99716,0.13909,"y","1"
317.832,1.02645,317.886,1.0032,0.02325,"y","u"
329.334,1.13743,329.394,1.09347,0.04396,"y","1"
422.808,0.44414,422.898,0.05801,0.38613,"y","1"
423.336,0.12865,423.39,0.08481,0.04384,"n",NA
423.408,0.08507,423.462,0.0546,0.03047,"n",NA
423.924,0.07951,423.978,0.05314,0.02637,"n",NA
427.638,0.14606,427.728,0.09695,0.04911,"n",NA
429.54,0.15068,429.636,0.11087,0.03981,"n",NA
429.966,0.15824,430.068,0.10733,0.05091,"n",NA
430.404,0.15775,430.5,0.1085,0.04925,"n",NA
430.848,0.1554,430.938,0.1146,0.0408,"n",NA
468.192,0.47458,468.258,0.28947,0.18511,"y","1"
468.264,0.29248,468.282,0.28042,0.01206,"n",NA
468.294,0.29021,468.306,0.28266,0.00755,"n",NA
468.426,0.29928,468.438,0.29438,0.00490000000000002,"n",NA
480.69,0.41072,480.738,0.32518,0.0855399999999999,"y","1"
486.522,0.3726,486.594,0.32293,0.04967,"y","1"
495.078,0.38737,495.15,0.02336,0.36401,"y","1"
495.168,0.043,495.174,0.03976,0.00324,"n",NA
495.426,0.05392,495.48,0.02759,0.02633,"n",NA
496.014,0.05139,496.104,0.01241,0.03898,"n",NA
496.428,0.07446,496.512,0.03828,0.03618,"n",NA
496.974,0.07657,497.07,0.02911,0.04746,"n",NA
551.85,0.45524,551.898,0.43017,0.02507,"y","1"
589.116,0.61517,589.188,0.43809,0.17708,"y","1"
589.2,0.44372,589.212,0.43769,0.00602999999999998,"n",NA
589.338,0.44363,589.356,0.43777,0.00586000000000003,"n",NA
589.548,0.45575,589.572,0.44678,0.00896999999999998,"n",NA
590.256,0.45837,590.322,0.4322,0.02617,"n",NA
637.896,0.66414,637.95,0.56889,0.0952499999999999,"y","1"
637.956,0.5685,637.974,0.56,0.00849999999999995,"n",NA
637.986,0.56494,637.992,0.56144,0.00349999999999995,"n",NA
638.01,0.56581,638.016,0.5623,0.00351000000000001,"n",NA
647.178,0.55768,647.262,0.11233,0.44535,"y","1"
647.274,0.14427,647.292,0.13261,0.01166,"n",NA
647.424,0.1714,647.436,0.16737,0.00403000000000001,"n",NA
667.452,0.30009,667.59,0.23265,0.06744,"y","u"
731.076,0.58076,731.214,0.13464,0.44612,"y","1"
731.232,0.16499,731.244,0.15167,0.01332,"n",NA
731.322,0.1883,731.334,0.17805,0.01025,"n",NA
731.352,0.19078,731.364,0.184,0.00678000000000001,"n",NA
731.412,0.1957,731.424,0.19043,0.00527000000000002,"n",NA
731.436,0.19409,731.454,0.1893,0.00479000000000002,"n",NA
731.466,0.19238,731.478,0.18851,0.00386999999999998,"n",NA
