"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
276.042,0.0193,152.976,0.00626,0.01304,"n",NA
210.654,0.0753,210.714,0.0559,0.0194,"y","1"
225.486,0.08132,225.534,0.05971,0.02161,"y","1"
276.102,0.11405,276.138,0.01358,0.10047,"y","1"
276.144,0.01518,276.162,0,0.0245,"n",NA
477.528,0.01882,477.606,0,0.04341,"n",NA
477.87,0.08523,477.9,0.0603,0.02493,"n",NA
478.062,0.19094,478.116,0.14883,0.04211,"n",NA
479.862,0.3084,479.934,0.17725,0.13115,"n",NA
480.57,0.31879,480.642,0.14597,0.17282,"n",NA
