"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
153.378,0.23466,153.486,0,0.24713,"y","1"
153.624,0.01286,153.642,0.00354,0.00932,"n",NA
222.816,0.32928,222.876,0.16942,0.15986,"y","1"
222.888,0.17457,222.9,0.1675,0.00706999999999999,"n",NA
222.918,0.17664,222.93,0.17108,0.00555999999999998,"n",NA
222.948,0.1777,222.96,0.17053,0.00717000000000001,"n",NA
233.784,0.25236,233.832,0.01481,0.23755,"y","1"
233.844,0.01648,233.868,0,0.03595,"n",NA
234.012,0.01324,234.036,0,0.01532,"n",NA
234.132,0.02069,234.15,0.01042,0.01027,"n",NA
351.45,0.13548,351.48,0.10999,0.02549,"y","1"
351.486,0.10911,351.504,0.10093,0.00817999999999999,"n",NA
365.118,0.14938,365.19,0.05408,0.0953,"y","1"
370.692,0.07179,370.734,0.00836,0.06343,"y","1"
370.746,0.01133,370.77,0,0.01581,"n",NA
