"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
188.748,0.56704,188.88,0.47898,0.08806,"y","1"
199.11,0.63842,199.152,0.60935,0.02907,"y","1"
201.606,0.6372,201.678,0.47619,0.16101,"y","1"
201.708,0.47244,201.774,0.43287,0.03957,"y","u"
202.854,0.43115,202.932,0.27524,0.15591,"y","1"
235.356,0.87098,235.434,0.62566,0.24532,"y","1"
253.992,1.05514,254.028,1.04135,0.01379,"y","1"
263.826,1.19963,263.898,0.96185,0.23778,"y","1"
281.736,1.37368,281.826,0.98447,0.38921,"y","1"
282.042,0.97954,282.114,0.74259,0.23695,"y","1"
298.866,1.27419,298.932,1.11198,0.16221,"y","1"
311.436,1.46123,311.502,1.31809,0.14314,"y","1"
319.836,1.50185,319.884,1.45845,0.0433999999999999,"y","1"
331.464,1.72377,331.536,1.50872,0.21505,"y","1"
332.796,1.51784,332.856,1.42578,0.09206,"y","1"
336.576,0.65692,336.642,0.6308,0.0261199999999999,"n",NA
338.568,0.71517,338.634,0.68615,0.0290199999999999,"n",NA
339.774,0.75465,339.84,0.72879,0.02586,"n",NA
343.032,0.84419,343.146,0.73996,0.10423,"y","1"
350.928,0.96044,351.012,0.86973,0.09071,"y","1"
357.186,1.04684,357.252,0.85829,0.18855,"y","1"
357.258,0.85779,357.27,0.85147,0.0063200000000001,"n",NA
357.276,0.85042,357.288,0.84229,0.00812999999999997,"n",NA
357.33,0.84471,357.384,0.70995,0.13476,"y","1"
357.474,0.71502,357.522,0.69584,0.01918,"n",NA
358.242,0.75695,358.302,0.72451,0.03244,"n",NA
358.506,0.76039,358.56,0.73737,0.02302,"n",NA
358.83,0.7477,358.902,0.67626,0.0714400000000001,"y","1"
359.028,0.7034,359.082,0.67572,0.02768,"n",NA
359.286,0.71544,359.358,0.68355,0.03189,"n",NA
362.616,0.76842,362.688,0.49483,0.27359,"y","1"
362.7,0.50295,362.706,0.49969,0.00325999999999999,"n",NA
362.784,0.50516,362.796,0.49718,0.00798000000000004,"n",NA
362.802,0.49679,362.82,0.48837,0.00841999999999998,"n",NA
362.826,0.48804,362.844,0.48071,0.00732999999999995,"n",NA
362.85,0.47991,362.898,0.28415,0.19576,"y","1"
362.904,0.28475,362.916,0.27492,0.00983000000000001,"n",NA
363.078,0.29391,363.126,0.26783,0.02608,"n",NA
366.174,0.30635,366.258,0.17687,0.12948,"y","1"
366.27,0.17686,366.288,0.16727,0.00958999999999999,"n",NA
366.354,0.17238,366.396,0.15433,0.01805,"n",NA
408.012,0.57111,408.072,0.18034,0.39077,"y","1"
408.09,0.1975,408.102,0.18339,0.01411,"n",NA
408.174,0.20798,408.192,0.20132,0.00666,"n",NA
408.342,0.2034,408.36,0.19727,0.00613,"n",NA
408.372,0.19756,408.39,0.19011,0.00745000000000001,"n",NA
408.432,0.19438,408.444,0.18944,0.00494,"n",NA
495,0.01027,495.024,0,0.01039,"n",NA
495.192,0.01917,495.228,0.00619,0.01298,"n",NA
644.232,0.12328,644.262,0.09338,0.0299,"y","1"
644.268,0.09263,644.292,0.08392,0.00871000000000001,"n",NA
715.326,0.24739,715.374,0,0.25213,"y","1"
715.386,0.01036,715.41,0,0.0351,"n",NA
