"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
121.848,0.17711,121.908,0.1291,0.04801,"y","1"
166.422,0.29304,166.476,0.13404,0.159,"y","1"
166.494,0.14022,166.512,0.12874,0.01148,"n",NA
183.372,0.22823,183.444,0,0.24069,"y","1"
183.636,0.02965,183.69,0.00437,0.02528,"n",NA
274.686,0.35253,274.734,0.26675,0.08578,"y","1"
274.74,0.2672,274.752,0.26251,0.00468999999999997,"n",NA
278.394,0.27121,278.46,0.10584,0.16537,"y","1"
278.466,0.10834,278.484,0.09802,0.01032,"n",NA
278.634,0.13012,278.658,0.12117,0.00895000000000001,"n",NA
